d1,c1,d2,c2,d3,c3,class
58,0.85,66,0.443,55,0.113,11
58,0.84,66,0.44,55,0.113,11
58,0.79,66,0.43,55,0.12,11
58,0.82,66,0.443,55,0.113,11
58,0.84,66,0.45,55,0.105,1
58,0.83,66,0.445,55,0.105,11
55,0.123,58,0.79,66,0.428,11
44,0.85,50,2.75,31,0.148,10
44,0.841,50,2.69,31,0.1465,10
44,0.843,50,2.68,31,0.148,10
44,0.84,50,2.68,31,0.14,10
44,0.842,50,2.67,31,0.143,10
44,0.838,50,2.66,31,0.142,10
44,0.839,50,2.6,31,0.142,10
44,0.839,50,2.6,31,0.142,10
44,0.845,50,2.58,31,0.143,10
44,0.83,50,2.57,31,0.14,10
44,0.83,50,2.52,31,0.149,10
44,0.834,50,2.55,31,0.15,10
44,0.84,50,2.63,31,0.146,10
44,0.84,50,2.58,31,0.14,10
44,0.84,50,2.57,31,0.143,10
44,0.83,50,2.52,31,0.136,10
44,0.834,50,2.53,31,0.135,10
44,0.835,50,2.54,31,0.133,10
44,0.836,50,2.53,31,0.1325,10
44,0.818,50,2.5,31,0.1327,10
44,0.82,50,2.48,31,0.133,10
44,0.654,50,2.033,31,0.1058,10
44,0.655,50,2.034,31,0.1059,10
44,0.654,50,2,31,0.1,10
44,0.655,50,1.98,31,0.105,10
44,0.654,50,2,31,0.103,10
44,0.7,50,1.9,31,0.155,10
44,0.68,50,1.8,31,0.15,10
44,0.654,50,1.88,31,0.1,10
44,0.655,50,1.9,31,0.102,10
44,0.654,50,1.8,31,0.1,10
44,0.655,50,1.86,31,0.102,10
44,0.802,50,2.487,31,0.129,10
44,0.794,50,2.466,31,0.125,10
44,0.802,50,2.37,31,0.13,10
7,1.3,52,1.168,31,0.068,6
7,1.38,52,1.34,31,0.077,10
7,1.4,52,1.42,31,0.08,10
7,1.43,52,1.44,31,0.088,10
7,1.42,52,1.37,31,0.09,10
7,1.491,52,1.3,31,0.0945,10
7,1.48,52,1.235,31,0.095,10
7,1.461,52,1.31,31,0.0945,10
7,1.42,52,1.3,31,0.094,10
7,1.461,52,1.35,31,0.095,10
7,1.461,52,1.35,31,0.093,10
7,1.461,52,1.35,31,0.103,10
7,1.446,52,1.35,31,0.105,10
7,1.5,52,1.43,31,0.097,10
7,1.44,52,1.353,31,0.096,10
34,1.43,52,1.43,31,0.095,10
34,1.425,52,1.425,31,0.092,10
34,1.44,52,1.425,31,0.09,10
34,1.435,52,1.42,31,0.088,10
34,1.435,52,1.388,31,0.089,10
34,1.44,52,1.42,31,0.092,10
34,1.43,52,1.385,31,0.086,10
34,1.435,52,1.4,31,0.088,10
34,1.478,52,1.385,31,0.089,10
34,1.438,52,1.41,31,0.088,10
34,1.515,52,1.255,31,0.09,10
34,1.45,52,1.27,31,0.088,10
34,1.43,52,1.25,31,0.09,10
34,1.45,52,1.25,31,0.088,10
34,1.43,52,1.25,31,0.15,10
34,1.42,52,1.35,31,0.0985,10
34,1.42,52,1.35,31,0.0985,10
7,1.17,48,1.38,64,0.66,8
7,1.247,48,1.42,64,0.686,8
7,1.405,48,1.75,64,0.792,8
7,1.396,48,1.805,64,0.796,8
7,1.393,48,1.785,64,0.794,8
7,1.394,48,1.81,64,0.8,8
7,1.39,48,1.788,64,0.8,8
7,1.32,48,1.84,64,0.78,8
7,1.31,48,1.846,64,0.776,8
7,1.31,48,1.846,64,0.776,8
7,1.336,48,1.846,64,0.815,8
7,1.309,48,1.845,64,0.818,8
7,1.305,48,1.84,64,0.815,8
34,1.42,48,1.858,64,0.82,8
34,1.175,48,1.35,64,0.7,8
34,1.39,48,1.858,64,0.8,8
34,1.4,48,1.86,64,0.8,8
34,1.08,48,1.35,64,0.665,8
34,1.18,48,1.386,64,0.74,8
34,1.2,48,1.4,64,0.74,8
34,1.36,48,1.8,64,0.78,8
7,1.394,48,1.81,64,0.8,8
7,1.39,48,1.788,64,0.8,8
7,1.32,48,1.846,64,0.78,8
7,1.35,48,1.63,64,0.825,8
7,1.35,48,1.61,64,0.83,8
7,1.43,48,1.67,64,0.876,8
7,1.4,48,1.67,64,0.88,8
7,1.1,48,1.18,64,0.7,9
7,1.42,48,1.68,64,0.88,8
7,1.25,48,1.76,64,0.864,8
7,1.24,48,1.76,64,0.877,8
7,1.275,48,1.8,64,0.864,8
7,1.27,48,1.83,64,0.864,8
7,1.25,48,1.75,64,0.852,8
7,1.285,48,1.788,64,0.87,8
7,1.02,48,1.5,64,1.52,4
7,1.025,48,1.489,64,1.53,4
7,1.025,48,1.52,64,1.5,4
7,1.028,48,1.53,64,1.5,4
7,1.025,48,1.51,64,1.53,4
7,1.025,48,1.5,64,1.54,4
34,1.03,48,1.52,64,1.49,4
34,1.035,48,1.523,64,1.488,4
34,1.03,48,1.513,64,1.48,4
34,1.035,48,1.51,64,1.48,4
34,1.045,48,1.45,64,1.485,4
34,1.05,48,1.38,64,1.5,4
34,1.05,48,1.398,64,1.5,4
34,1.1,48,1.41,64,1.567,4
34,1.1,48,1.45,64,1.5,4
34,1.13,48,1.42,64,1.5,4
34,1.17,48,1.418,64,1.5,4
34,1.05,48,1.45,64,1.6,4
34,1,48,1.5,64,1.58,4
34,1.03,48,1.55,64,1.58,4
6,0.43,23,0.154,31,0.0225,7
6,0.44,23,0.155,31,0.0225,7
6,0.463,23,0.138,31,0.021,7
6,0.465,23,0.136,31,0.0213,7
6,0.442,23,0.138,31,0.0218,7
6,0.44,23,0.138,31,0.0217,7
31,0.0223,6,0.441,23,0.1383,7
6,0.445,23,0.1388,31,0.0225,7
32,0.45,23,0.144,31,0.021,7
32,0.44,23,0.14,31,0.021,7
32,0.435,23,0.14,31,0.022,7
32,0.44,23,0.144,31,0.023,7
32,0.42,23,0.15,31,0.028,7
32,0.45,23,0.17,31,0.03,7
32,0.423,23,0.16,31,0.022,7
16,0.245,17,0.425,31,0.042,6
16,0.19,17,0.39,31,0.022,7
7,0.97,52,0.837,31,0.045,6
7,1.07,52,0.9,31,0.05,10
7,1.1,52,0.96,31,0.05,10
7,1.2,52,1.08,31,0.059,10
7,1.188,52,1.1,31,0.062,10
7,1.188,52,1.1,31,0.062,10
7,1.2,52,1.05,31,0.0628,10
7,1.157,52,1.08,31,0.06,10
7,1.157,52,1.083,31,0.06,10
7,1.2,52,1.2,31,0.06,10
7,1.15,52,1.08,31,0.06,10
7,1.173,52,1.09,31,0.059,10
7,1.185,52,1.1,31,0.057,10
34,1.19,52,1.203,31,0.058,10
34,0.952,52,0.962,31,0.0465,10
34,1.198,52,1.183,31,0.055,10
34,0.96,52,0.92,31,0.037,10
34,1.198,52,1.18,31,0.048,10
34,0.96,52,0.9,31,0.035,6
34,0.95,52,0.9,31,0.03,10
34,0.983,52,0.85,31,0.037,6
34,1.19,52,1.2,31,0.058,10
34,1.2,52,1.1,31,0.048,10
34,1.2,52,1,31,0.048,10
34,0.983,52,0.8,31,0.037,6
34,0.983,52,0.75,31,0.037,6
34,1.2,52,1.05,31,0.052,10
34,1.2,52,1.03,31,0.05,10
34,0.98,52,0.78,31,0.038,6
34,0.983,52,0.77,31,0.04,6
34,1.2,52,1.05,31,0.065,10
34,1.18,52,1.1,31,0.064,10
34,0.93,52,0.75,31,0.05,10
34,0.88,52,0.8,31,0.05,10
34,1.19,52,1.078,31,0.063,10
34,1.21,52,1.08,31,0.061,10
34,0.9,52,0.83,31,0.047,10
7,1.155,52,1.083,31,0.0625,10
7,1.188,52,1.083,31,0.06,10
7,1.2,52,1.083,31,0.059,10
44,0.65,27,0.275,64,1.38,4
44,0.637,27,0.28,64,1.366,4
44,0.68,27,0.29,64,1.42,4
44,0.677,27,0.293,64,1.45,4
44,0.68,27,0.292,64,1.47,4
44,0.675,27,0.293,64,1.475,4
44,0.675,27,0.295,64,1.475,4
44,0.675,27,0.3,64,1.473,4
44,0.674,27,0.292,64,1.45,4
44,0.6735,27,0.296,64,1.461,4
44,0.6735,27,0.296,64,1.461,4
7,1.85,23,0.4,64,1.75,4
7,1.8,23,0.44,64,1.72,4
33,0.18,55,0.43,71,0,14
33,0.16,55,0.43,71,0,14
33,0.1,55,0.5,71,0,14
33,0.12,55,0.51,71,0,14
33,0.185,55,0.38,71,0,14
33,0.185,55,0.35,71,0,14
33,0.23,25,0.23,55,0.178,14
14,0.0044,69,2.2,71,0,3
14,0.0045,69,2.25,71,0,3
14,0.0046,69,2.31,71,0,3
14,0.0045,69,2.28,71,0,3
33,0.186,55,0.56,71,0,14
33,0.185,55,0.57,71,0,14
33,0.186,55,0.565,71,0,14
33,0.184,55,0.568,71,0,14
64,1.47,7,1.78,48,0.715,4
48,0.733,7,1.65,64,1.426,4
7,1.56,48,0.68,64,1.323,4
7,1.785,48,0.693,64,1.5,4
7,1.785,48,0.68,64,1.5,4
7,1.78,48,0.715,64,1.47,4
7,1.7,48,0.67,64,1.387,4
7,1.66,48,0.67,64,1.31,4
34,1.336,48,0.528,64,1.12,4
34,1.343,48,0.528,64,1.12,4
7,1.65,48,0.733,64,1.426,4
34,1.33,48,0.51,64,1.1,4
34,1.34,48,0.5,64,1.15,4
34,1.345,48,0.49,64,1.13,4
34,1.35,48,0.48,64,1.12,8
34,1.3,48,0.44,64,1.13,4
7,1.56,48,0.68,64,1.323,4
16,0.36,7,0.3,64,1.05,8
32,0.58,7,0.48,64,1.37,4
32,0.5,7,0.45,64,1.41,4
32,0.4,7,0.4,64,1.4,4
32,0.47,7,0.44,64,1.405,4
32,0.435,7,0.38,64,1.37,4
32,0.472,7,0.42,64,1.45,4
32,0.447,7,0.39,64,1.33,4
32,0.45,7,0.38,64,1.33,4
32,0.5,7,0.42,64,1.4,4
32,0.505,7,0.428,64,1.42,4
32,0.5,7,0.428,64,1.396,4
32,0.525,7,0.454,64,1.368,4
32,0.485,34,0.428,64,1.35,4
32,0.5,34,0.435,64,1.378,4
32,0.5,34,0.45,64,1.36,4
32,0.49,34,0.45,64,1.373,4
32,0.478,34,0.43,64,1.37,4
32,0.48,34,0.44,64,1.372,4
32,0.5,34,0.45,64,1.375,4
32,0.51,34,0.455,64,1.38,4
32,0.5,34,0.45,64,1.375,4
7,0.47,48,0.6,64,1.9,4
7,0.53,48,0.55,64,1.66,4
7,0.594,48,0.627,64,1.958,4
7,0.61,48,0.632,64,1.91,4
7,0.683,48,0.695,64,2.1,4
7,0.47,48,0.68,64,1.9,4
7,0.666,48,0.645,64,2.21,4
7,0.65,48,0.658,64,2.15,4
7,0.54,48,0.57,64,1.78,4
34,0.7,48,0.645,64,2.16,4
34,0.56,48,0.51,64,1.69,4
7,0.53,48,0.55,64,1.66,4
34,0.71,48,0.647,64,2.22,4
66,0.21,60,0.77,71,0,16
66,0.19,60,0.85,71,0,16
66,0.16,60,0.92,71,0,16
66,0.17,60,0.88,71,0,16
66,0.18,60,0.89,71,0,16
66,0.185,60,0.89,71,0,16
66,0.195,69,0.83,71,0,16
66,0.198,69,0.83,71,0,16
66,0.18,69,0.93,71,0,16
66,0.185,69,0.95,71,0,16
66,0.2,69,0.95,71,0,16
66,0.202,69,0.965,71,0,16
16,0.07,55,0.122,66,2.35,1
16,0.02,55,0.136,66,1.47,1
16,0.056,55,0.1,66,1.9,1
16,0.045,55,0.129,66,2.11,1
16,0.053,55,0.11,66,2,1
16,0.038,55,0.116,66,1.899,1
16,0.07,55,0.122,66,2.35,1
16,0.0345,55,0.121,66,1.84,1
16,0.032,55,0.13,66,1.88,1
16,0.0325,55,0.13,66,1.9,1
66,1.86,16,0.0335,55,0.15,1
16,0.034,55,0.145,66,1.86,1
16,0.0345,55,0.163,66,1.78,1
16,0.02,55,0.136,66,1.47,1
16,0.0346,55,0.16,66,1.77,1
16,0.035,55,0.158,66,1.83,1
16,0.0348,55,0.16,66,1.81,1
16,0.034,55,0.155,66,1.8,1
16,0.0356,55,0.159,66,1.83,1
16,0.034,55,0.17,66,1.78,1
16,0.035,55,0.18,66,1.77,1
16,0.036,55,0.188,66,1.78,1
16,0.036,55,0.19,66,1.77,1
16,0.036,55,0.19,66,1.83,1
16,0.0356,55,0.188,66,1.85,1
16,0.036,55,0.188,66,1.79,1
16,0.036,55,0.195,66,1.78,1
16,0.033,55,0.185,66,1.763,1
16,0.033,55,0.181,66,1.77,1
16,0.033,55,0.195,66,1.73,1
16,0.033,55,0.195,66,1.73,1
16,0.033,55,0.197,66,1.72,1
16,0.033,55,0.197,66,1.72,1
16,0.032,55,0.198,66,1.7,1
16,0.032,55,0.198,66,1.7,1
16,0.033,55,0.205,66,1.73,1
16,0.033,55,0.205,66,1.73,1
16,0.034,55,0.216,66,1.7,1
16,0.035,55,0.22,66,1.69,1
16,0.037,55,0.23,66,1.68,1
16,0.035,55,0.24,66,1.67,1
16,0.037,55,0.23,66,1.68,1
32,0.2,29,0.9,60,2.9,2
32,0.2,29,0.8,60,3,2
32,0.21,29,0.72,60,3.15,2
32,0.205,29,0.68,60,2.96,2
32,0.21,29,0.66,60,3,2
32,0.19,29,0.73,60,3.1,2
32,0.192,29,0.725,60,3.1,2
32,0.191,29,0.73,60,3.1,2
32,0.192,29,0.732,60,3.1,2
23,0.34,66,0.45,58,2.12,1
23,0.33,66,0.47,58,2,1
23,0.34,66,0.44,58,2.06,1
23,0.33,66,0.456,58,2,1
23,0.36,66,0.52,58,1.8,1
23,0.36,66,0.45,58,2.28,1
23,0.38,66,0.47,58,2,1
23,0.36,66,0.39,58,2.35,1
23,0.38,66,0.39,58,2,1
23,0.36,66,0.4,58,2,1
23,0.42,66,0.323,58,2,1
23,0.34,66,0.45,58,2.12,1
23,0.433,66,0.333,58,2.06,1
23,0.434,66,0.329,58,2.07,1
23,0.44,66,0.33,58,2.1,1
23,0.45,66,0.3,58,2.08,1
23,0.47,66,0.26,58,2.06,1
23,0.33,66,0.47,58,2,1
23,0.47,66,0.286,58,2.08,1
23,0.475,66,0.26,58,2.06,1
23,0.44,66,0.32,58,2.06,1
23,0.43,66,0.3,58,2.038,1
23,0.43,66,0.297,58,2.05,1
23,0.429,66,0.32,58,2.061,1
23,0.44,66,0.35,58,2.06,1
23,0.43,66,0.4,58,2.042,1
23,0.44,66,0.33,58,2.06,1
23,0.44,66,0.32,58,2.08,1
23,0.34,66,0.47,58,2.06,1
23,0.44,66,0.315,58,2.04,1
23,0.44,66,0.32,58,2.06,1
23,0.44,58,2.06,66,0.32,1
16,0.05,23,0.146,58,2.8,1
16,0.064,23,0.12,58,2.85,1
16,0.07,23,0.1,58,3,1
16,0.067,23,0.135,58,2.95,1
16,0.09,23,0.23,58,3,1
16,0.067,23,0.143,58,2.95,1
16,0.042,23,0.126,58,2.43,1
16,0.081,23,0.2,58,2.7,1
16,0.098,23,0.21,58,2.8,1
16,0.068,23,0.147,58,2.95,1
7,0.78,50,1.1,48,1.05,6
7,0.78,50,1.01,48,1,6
7,0.77,50,1,48,1.03,6
7,0.795,50,1.01,48,1,6
7,0.788,50,1,48,1.02,6
7,0.815,50,0.93,48,1.03,6
7,0.88,50,0.97,48,1.05,6
34,1.065,50,1.014,48,1.3,6
34,1.075,50,1.03,48,1.227,6
34,1.1,50,1.1,48,1.23,6
34,1.07,50,1.1,48,1.23,10
34,0.88,50,0.875,48,0.984,6
34,1,50,1,48,1.27,6
34,1.13,50,1.1,48,1.23,6
32,0.45,17,0.014,42,0.232,7
32,0.459,17,0.015,42,0.225,7
32,0.47,17,0.016,42,0.22,7
32,0.459,17,0.0166,42,0.2,7
32,0.47,17,0.015,42,0.2,7
32,0.44,17,0.017,42,0.215,7
32,0.44,17,0.018,42,0.22,7
32,0.455,17,0.01,42,0.22,7
32,0.455,17,0.0095,42,0.21,7
32,0.456,17,0.011,42,0.23,7
32,0.458,17,0.009,42,0.23,7
32,0.465,17,0.013,42,0.21,7
32,0.468,17,0.014,42,0.205,7
32,0.51,17,0.015,42,0.2,7
32,0.48,17,0.0176,42,0.215,7
32,0.5,17,0.01,42,0.24,7
32,0.52,17,0.011,42,0.28,7
32,1.12,44,0.62,50,0.94,13
32,1.17,44,0.61,50,0.96,13
32,1.16,44,0.62,50,0.95,13
32,1.21,44,0.626,50,1,13
32,1.218,44,0.63,50,1.03,13
32,1.2,44,0.6,50,0.95,13
32,1.155,44,0.63,50,0.93,13
32,1.41,54,0.673,52,0.402,13
32,1.18,44,0.6,50,0.92,13
32,1.185,44,0.595,50,0.933,13
32,1.35,54,0.75,52,0.2,13
32,1.187,44,0.605,50,0.934,13
7,1.37,48,2.68,31,0.09,10
7,1.26,48,2.278,31,0.063,10
7,1.26,48,2.14,31,0.06,10
7,1.23,48,2.1,31,0.061,10
7,1.26,48,2.16,31,0.059,10
7,1.285,48,2.16,31,0.0602,10
7,1.267,48,2.12,31,0.061,10
7,1.305,48,2.12,31,0.061,10
7,1.37,48,2.68,31,0.09,10
7,1.305,48,2,31,0.061,10
7,1.305,48,1.96,31,0.061,10
7,1.26,48,2.278,31,0.063,10
7,1.26,48,2.14,31,0.06,10
7,1.23,48,2.14,31,0.061,10
7,1.26,48,2.16,31,0.059,10
52,0.18,42,0.54,50,3,13
42,0.53,50,3,52,0.2,13
42,0.56,50,3,52,0.17,13
42,0.54,50,3.2,71,0,13
42,0.55,50,3.2,71,0,13
42,0.57,50,3.3,71,0,13
42,0.57,50,3.25,71,0,13
42,0.57,50,3.15,52,0.094,13
42,0.57,50,3.2,52,0.096,13
42,0.59,50,3.2,52,0.094,13
42,0.51,50,2.74,46,0.74,13
42,0.608,50,3.25,71,0,13
42,0.6,50,3.24,71,0,13
42,0.605,50,3.18,71,0,13
42,0.635,50,3.05,71,0,13
42,0.535,50,2.7,46,0.777,13
42,0.638,50,3,52,0.12,13
42,0.666,50,3.2,71,0,13
42,0.65,50,3,52,0.128,13
42,0.63,50,3.3,71,0,13
42,0.625,50,3.37,71,0,13
42,0.5,50,2.68,71,0,13
42,0.54,50,2.68,46,0.78,13
42,0.63,50,3.36,71,0,13
42,0.55,50,2.7,71,0,13
42,0.6,50,2.7,71,0,13
42,0.629,50,3.35,52,0.07,13
14,0.147,42,0.485,54,0.7,13
14,0.163,42,0.46,54,0.73,13
14,0.18,42,0.43,54,0.75,13
14,0.18,42,0.46,54,0.705,13
14,0.2,42,0.47,54,0.68,13
14,0.11,42,0.54,54,0.63,13
42,0.775,54,0.444,71,0,13
20,0.15,42,0.77,54,0.365,13
20,0.18,42,0.85,54,0.42,13
20,0.2,42,0.9,54,0.43,13
20,0.19,42,0.9,54,0.41,13
42,0.48,54,0.7,14,0.147,13
20,0.2,42,0.9,54,0.4,13
20,0.2,42,0.9,54,0.4,13
20,0.15,42,0.88,54,0.4,13
14,0.147,42,0.485,54,0.7,13
14,0.148,42,0.49,54,0.71,13
17,0.18,23,0.1,31,0.157,12
17,0.185,23,0.113,31,0.163,12
17,0.185,23,0.114,31,0.163,12
17,0.188,23,0.108,31,0.16,12
17,0.187,23,0.1075,31,0.161,12
17,0.185,23,0.109,31,0.158,12
17,0.19,23,0.112,31,0.161,12
17,0.195,23,0.1,31,0.161,12
17,0.196,23,0.108,31,0.162,12
17,0.195,23,0.102,31,0.1655,12
17,0.196,23,0.105,31,0.167,12
17,0.195,23,0.1,31,0.165,12
19,0.28,27,0.13,35,0.49,15
19,0.27,27,0.126,35,0.53,15
19,0.27,27,0.125,35,0.55,15
19,0.28,27,0.106,35,0.51,15
19,0.28,27,0.1,35,0.5,15
19,0.26,27,0.125,35,0.56,15
19,0.27,27,0.126,35,0.565,15
19,0.26,27,0.125,35,0.53,15
19,0.32,27,0.128,35,0.565,15
19,0.33,27,0.1285,35,0.57,15
19,0.29,27,0.126,35,0.54,15
19,0.31,27,0.127,35,0.56,15
19,0.29,27,0.126,35,0.55,15
19,0.295,27,0.125,35,0.548,15
19,0.3,27,0.121,35,0.535,15
19,0.285,27,0.116,35,0.53,15
19,0.305,27,0.13,35,0.567,15
19,0.3,27,0.13,35,0.57,15
19,0.298,27,0.132,35,0.57,15
19,0.296,27,0.133,35,0.57,15
19,0.3,27,0.13,35,0.573,15
19,0.301,27,0.131,35,0.572,15
19,0.301,27,0.132,35,0.572,15
19,0.303,27,0.133,35,0.574,15
19,0.296,27,0.133,35,0.57,15
17,0.05,23,0.026,31,0.034,14
17,0.06,23,0.028,31,0.04,14
17,0.059,23,0.0295,31,0.039,14
17,0.052,23,0.027,31,0.0354,14
17,0.0515,23,0.0271,31,0.0354,14
17,0.052,23,0.0272,31,0.0358,14
17,0.052,23,0.027,31,0.0354,14
3,0.041,4,0.045,5,0.058,14
3,0.041,4,0.0455,5,0.059,14
3,0.041,4,0.045,5,0.0593,14
17,0.056,23,0.01,31,0.05,14
17,0.055,23,0.01,31,0.051,14
17,0.0565,23,0.015,31,0.058,14
17,0.055,23,0.019,31,0.064,14
17,0.0495,23,0.0171,31,0.0576,14
17,0.05,23,0.0175,31,0.058,14
17,0.0396,23,0.016,31,0.0495,14
17,0.04,23,0.016,31,0.0485,14
17,0.04,23,0.016,31,0.046,14
17,0.0395,23,0.017,31,0.045,14
17,0.038,23,0.0152,31,0.046,14
31,0.046,17,0.039,23,0.015,14
17,0.039,23,0.015,31,0.044,14
4,0.01,5,0.215,71,0,14
4,0.011,5,0.248,71,0,14
4,0.0097,5,0.215,71,0,14
4,0.0096,5,0.215,71,0,14
4,0.01,5,0.215,71,0,14
16,0.04,48,0.77,58,1.2,1
48,0.81,58,1.26,71,0,1
16,0.041,48,0.81,58,1.21,1
16,0.042,48,0.82,58,1.21,1
16,0.041,48,0.85,58,1.21,1
16,0.04,48,0.88,58,1.22,1
16,0.039,48,0.895,58,1.25,1
16,0.039,48,0.893,58,1.24,1
16,0.039,48,0.898,58,1.26,1
16,0.039,48,0.9,58,1.265,1
16,0.04,48,0.87,58,1.22,1
16,0.04,48,0.8,58,1.2,1
16,0.04,48,0.9,58,1.23,1
16,0.04,48,0.89,58,1.227,1
16,0.037,48,0.92,58,1.283,1
16,0.037,48,0.924,58,1.285,1
16,0.037,48,0.928,58,1.288,1
16,0.037,48,0.93,58,1.29,1
16,0.035,48,0.924,58,1.288,1
16,0.034,48,0.928,58,1.29,1
16,0.034,48,0.93,58,1.29,1
16,0.034,48,0.93,58,1.289,1
16,0.034,48,0.96,58,1.35,1
16,0.034,48,0.95,58,1.33,1
16,0.034,48,0.952,58,1.333,1
16,0.034,48,0.953,58,1.337,1
16,0.034,48,0.953,58,1.34,1
16,0.034,48,0.953,58,1.343,1
16,0.033,48,0.953,58,1.35,1
16,0.032,48,0.955,58,1.37,1
16,0.032,48,0.955,58,1.36,1
7,0.66,48,1.93,31,0.067,10
7,0.665,48,1.95,31,0.065,10
7,0.532,48,1.56,31,0.052,10
7,0.668,48,1.94,31,0.064,10
7,0.54,48,1.5,31,0.052,10
34,0.69,48,1.75,31,0.061,10
34,0.7,48,1.7,31,0.061,10
34,0.7,48,1.65,31,0.061,10
34,0.7,48,1.62,31,0.061,10
34,0.77,48,1.79,31,0.0675,10
34,0.774,48,1.792,31,0.068,10
34,0.778,48,1.808,31,0.0682,10
34,0.782,48,1.81,31,0.0687,10
34,0.782,48,1.84,31,0.0688,10
34,0.78,48,1.85,31,0.0686,10
34,0.781,48,1.84,31,0.0688,10
34,0.76,48,1.82,31,0.07,10
34,0.75,48,1.68,31,0.072,10
34,0.62,48,1.4,31,0.062,10
34,0.78,48,1.842,31,0.0688,10
32,0.67,7,0.245,31,0.008,7
32,0.67,7,0.245,31,0.008,7
32,0.7,7,0.265,31,0.0062,7
32,0.7,7,0.265,31,0.0062,7
32,0.717,7,0.303,31,0.007,7
32,0.717,7,0.303,31,0.007,7
32,0.715,34,0.27,31,0.007,7
32,0.715,34,0.27,31,0.007,7
32,0.71,34,0.275,31,0.0069,7
32,0.71,34,0.275,31,0.0069,7
32,0.715,34,0.28,31,0.0068,7
32,0.715,34,0.28,31,0.0068,7
32,0.717,34,0.278,31,0.0069,7
32,0.717,34,0.278,31,0.0069,7
32,0.72,34,0.28,31,0.0069,7
32,0.72,34,0.28,31,0.0069,7
32,0.74,34,0.286,31,0.0069,7
32,0.74,34,0.286,31,0.0069,7
32,0.72,34,0.3,31,0.0065,7
32,0.72,34,0.3,31,0.0065,7
32,0.75,34,0.25,31,0.0065,7
32,0.75,34,0.25,31,0.0065,7
32,0.71,34,0.26,31,0.0065,7
32,0.71,34,0.26,31,0.0065,7
32,0.73,34,0.265,31,0.0067,7
32,0.73,34,0.265,31,0.0067,7
32,0.71,34,0.28,31,0.0065,7
32,0.71,34,0.28,31,0.0065,7
32,0.735,34,0.28,31,0.007,7
32,0.735,34,0.28,31,0.007,7
32,0.75,34,0.265,31,0.0065,7
32,0.75,34,0.265,31,0.0065,7
32,0.73,34,0.275,31,0.0067,7
32,0.73,34,0.275,31,0.0067,7
32,0.76,34,0.28,31,0.0064,7
32,0.76,34,0.28,31,0.0064,7
32,0.754,34,0.285,31,0.0063,7
32,0.754,34,0.285,31,0.0063,7
32,0.753,34,0.287,31,0.0063,7
16,0.012,17,0.057,31,0.008,14
16,0.0125,17,0.059,31,0.006,7
16,0.0125,17,0.0585,31,0.0065,7
16,0.0122,17,0.059,31,0.0064,14
16,0.012,17,0.059,31,0.0065,14
16,0.0124,17,0.0585,31,0.007,7
16,0.0124,17,0.059,31,0.0065,7
16,0.0124,17,0.0588,31,0.0068,7
44,2.5,52,0.15,31,0.03,6
7,1,54,0.59,31,0.047,6
44,2.45,52,0.145,31,0.028,6
7,1.04,54,0.605,31,0.046,6
34,1.18,54,0.62,31,0.046,6
34,1.2,54,0.62,31,0.046,6
34,1.2,54,0.61,31,0.046,6
34,1.2,54,0.605,31,0.046,6
34,1.26,54,0.63,31,0.048,6
34,1.26,54,0.62,31,0.048,6
34,1.263,54,0.61,31,0.049,6
34,1.263,54,0.592,31,0.048,6
34,1.24,54,0.6,31,0.048,6
34,1.263,54,0.6,31,0.049,6
34,0.72,54,0.17,31,0.463,6
34,1.267,54,0.594,31,0.048,6
34,1.263,54,0.61,31,0.049,6
32,0.73,54,0.15,42,0.45,7
17,0.17,42,1.45,71,0,7
32,0.75,54,0.17,42,0.4,7
17,0.155,42,1.55,71,0,7
32,0.8,54,0.18,42,0.4,7
17,0.16,42,1.58,71,0,7
17,0.168,42,1.61,71,0,7
17,0.165,42,1.6,71,0,7
17,0.172,42,1.6,71,0,7
17,0.17,42,1.6,71,0,7
17,0.15,42,1.55,71,0,7
17,0.147,42,1.58,71,0,7
17,0.17,42,1.61,71,0,7
17,0.167,42,1.6,71,0,7
17,0.16,42,1.64,71,0,7
17,0.16,42,1.65,71,0,7
17,0.16,42,1.6,71,0,7
17,0.15,42,1.58,71,0,7
17,0.16,42,1.568,71,0,7
17,0.15,42,1.55,71,0,7
32,0.73,54,0.172,42,0.465,7
32,0.74,54,0.17,42,0.47,7
32,0.74,54,0.17,42,0.465,7
32,0.743,54,0.172,42,0.46,7
32,0.743,42,0.46,54,0.172,7
32,1.1,42,0.06,29,1.88,2
32,1.12,42,0.067,29,2.3,2
32,1.132,42,0.0648,29,2.132,2
32,1.133,42,0.064,29,2.132,2
32,1.132,42,0.064,29,2.132,2
32,1.13,42,0.063,29,2.12,2
32,1.195,42,0.059,29,2,2
32,1.2,42,0.058,29,2,2
32,1.19,42,0.059,29,2.1,2
32,1.18,42,0.058,29,2.1,2
32,1.165,42,0.064,29,2.2,2
32,0.92,42,0.055,29,1.78,2
32,0.9,42,0.06,29,1.8,2
32,1.17,42,0.063,29,2.2,2
32,0.93,42,0.05,29,1.78,2
32,0.92,42,0.0525,29,1.781,2
32,1.17,42,0.062,29,2.134,2
32,0.891,42,0.048,29,1.7,2
32,1.17,42,0.061,29,2.137,2
32,0.895,42,0.042,29,1.7,2
32,1.17,42,0.061,29,2.137,2
32,0.57,44,0.93,64,1.94,4
32,0.287,7,0.49,64,1.37,4
